trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
88,0,88,0,5,144.56825420004316,144.56825420004316,0.015841900021769106,[-0.10925925925925926],[0.20277777777777778],[1],[0],[0],[1.0829734998987988],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
89,0,89,0,5,145.66972340003122,145.66972340003122,0.015570100047625601,[0.4861111111111111],[0.487962962962963],[1],[0],[0],[1.346689600031823],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
90,0,90,0,10,147.05101320007816,147.05101320007816,0.03018200001679361,[0.2490740740740741],[0.11851851851851852],[1],[0],[0],[1.1507722999667749],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
91,0,91,0,10,148.2342301000608,148.2342301000608,0.02914030000101775,[-0.053703703703703705],[0.09259259259259259],[1],[0],[0],[1.049743099953048],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
92,0,92,0,10,149.3169087000424,149.3169087000424,0.029944199952296913,[0.3472222222222222],[0.05277777777777778],[1],[0],[0],[1.317735799937509],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
93,0,93,0,5,150.6522641000338,150.6522641000338,0.016101000015623868,[0.37037037037037035],[0.48148148148148145],[1],[0],[0],[1.497591899940744],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
94,0,94,0,5,152.16755860007834,152.16755860007834,0.014851000043563545,[-0.3435185185185185],[-0.42407407407407405],[1],[0],[0],[1.6654498999705538],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
95,0,95,0,5,153.85232609999366,153.85232609999366,0.015693999943323433,[-0.3425925925925926],[0.05925925925925926],[1],[0],[0],[1.1643499999772757],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
96,0,96,0,10,155.05055560008623,155.05055560008623,0.028926500002853572,[-0.42592592592592593],[-0.3611111111111111],[1],[0],[0],[1.1834293000865728],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
97,0,97,0,5,156.25231080001686,156.25231080001686,0.01720559992827475,[0.08981481481481482],[-0.04351851851851852],[1],[0],[0],[1.2137182999867946],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
98,0,98,0,5,157.48400320007931,157.48400320007931,0.014941000030376017,[0.2638888888888889],[0.33796296296296297],[1],[0],[0],[1.3820250999415293],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
99,0,99,0,5,158.8851205999963,158.8851205999963,0.0157416999572888,[0.14629629629629629],[0.29444444444444445],[1],[0],[0],[1.0477757999906316],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
100,0,100,0,5,159.9520350000821,159.9520350000821,0.01655840000603348,[-0.2675925925925926],[-0.010185185185185186],[1],[0],[0],[1.3140544999623671],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
101,0,101,0,10,161.30241570004728,161.30241570004728,0.03138390008825809,[-0.4111111111111111],[-0.40185185185185185],[1],[0],[0],[1.0988455000333488],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
102,0,102,0,5,162.42272760008927,162.42272760008927,0.018119000014849007,[0.387037037037037],[0.13425925925925927],[1],[0],[0],[1.1110946000553668],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
103,0,103,0,5,163.55044300004374,163.55044300004374,0.014145500026643276,[-0.2796296296296296],[0.37222222222222223],[1],[0],[0],[1.198594499961473],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
104,0,104,0,10,164.7831198000349,164.7831198000349,0.029875400010496378,[-0.07222222222222222],[0.27685185185185185],[1],[0],[0],[1.1845582999521866],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
105,0,105,0,5,165.98574000003282,165.98574000003282,0.016019999980926514,[-0.14074074074074075],[0.44166666666666665],[1],[0],[0],[1.0807868000119925],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
106,0,106,0,5,167.08492880000267,167.08492880000267,0.015575700090266764,[-0.3111111111111111],[0.24166666666666667],[1],[0],[0],[0.9985572000732645],['target'],101010,001,2022-09-26_22h19.31.056,Visual_Search_Exp,2022.2.4,60.82762060554298,
